manufacturer_name,model_name,production_start_date,production_end_date,recall_start_date,affected_count,recall_reason,vehicle_type
BMW,BMW X5 xDrive40d,2020-07-14,2020-07-19,2021-11-05,3,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성이 발견되었습니다",SUV
메르세데스 벤츠,GLE 350 D 4MATIC,2016-07-21,2018-02-19,2021-11-05,3,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 이로 인해 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.,SUV
메르세데스 벤츠,AMG GLE 63 S 4MATIC,2018-05-01,2018-05-01,2021-11-05,1,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 이로 인해 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.,SUV
메르세데스 벤츠,GLC 250 4MATIC,2018-03-09,2018-03-09,2021-11-05,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,EQC 400 4MATIC,2018-04-27,2018-04-27,2021-11-05,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLA 200 d,2017-04-25,2017-04-25,2021-11-05,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLE 400 4MATIC,2017-09-25,2017-09-25,2021-11-05,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLE 450 4MATIC,2019-12-10,2019-12-10,2021-11-05,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLC 300 4MATIC,2017-09-06,2017-09-06,2021-11-05,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
BMW,BMW X5 xDrive30d,2017-02-06,2017-02-12,2021-11-05,2,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다.",SUV
메르세데스 벤츠,Mercedes-AMG GLB 35 4MATIC,2020-03-30,2020-10-26,2021-11-05,9,공급 업체의 개발 공정 오류로 인하여 라디오 신호와 같이 외부 전자파에 의해 하부 컨트롤 패널 스위치(배기 플랩 컨트롤 스위치1 및/또는 서스펜션 설정 스위치2)가 의도하지 않게 작동될 수 있습니다. 1배기 플랩 컨트롤 스위치: 배기 플랩 개폐를 개별적으로 조절하여 배기음을 변경할 수 있는 기능. 2서스펜션 설정 스위치: 주행 시 승차감 모드(Comfort  안락한 주행 스타일 / Sport  서스펜션 상태가 단단해짐 / Sport + - 서스펜션 상태가 매우 단단해짐)를 변경할 수 있는 기능.,SUV
메르세데스 벤츠,Mercedes-AMG GLA 45 4MATIC+,2020-03-02,2020-05-12,2021-11-05,2,공급 업체의 개발 공정 오류로 인하여 라디오 신호와 같이 외부 전자파에 의해 하부 컨트롤 패널 스위치(배기 플랩 컨트롤 스위치1 및/또는 서스펜션 설정 스위치2)가 의도하지 않게 작동될 수 있습니다. 1배기 플랩 컨트롤 스위치: 배기 플랩 개폐를 개별적으로 조절하여 배기음을 변경할 수 있는 기능. 2서스펜션 설정 스위치: 주행 시 승차감 모드(Comfort  안락한 주행 스타일 / Sport  서스펜션 상태가 단단해짐 / Sport + - 서스펜션 상태가 매우 단단해짐)를 변경할 수 있는 기능.,SUV
기아,카니발(YP),2018-03-05,2020-07-17,2021-11-18,130836,전자식워터펌프 냉각수 호스 클립 설계 강건성 미흡으로 인해 냉각수 누수로 스타트모터 단자부 소손되어 화재 가능성,MPV/미니밴
BMW,X5 xDrive,2013-07-22,2013-07-22,2022-04-13,1,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive,2014-01-23,2015-04-12,2022-04-13,15,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive30d,2013-07-20,2016-07-29,2022-04-13,4237,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive40d,2014-01-11,2016-07-29,2022-04-13,863,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive,2017-08-11,2017-08-11,2022-05-11,1,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive30d,2013-07-23,2018-06-28,2022-06-08,2530,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive30d xLine,2018-08-21,2019-10-21,2022-06-08,2,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive40d,2014-04-28,2018-06-25,2022-06-08,161,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive30d xLine,2018-08-20,2020-07-29,2022-07-06,3826,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X7 xDrive30d Design Pure Excellence,2018-07-19,2020-07-28,2022-07-06,1703,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 M50d,2013-07-18,2018-06-28,2021-11-29,735,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive30d,2016-07-18,2018-06-28,2021-11-29,1784,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
BMW,X5 xDrive40d,2014-02-06,2018-06-25,2021-11-29,406,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
기아,카니발(KA4),2021-07-28,2021-10-29,2021-12-02,10201,우측 자동문(파워슬라이딩 도어) 잠금장치 내부 부품 제조불량(치수불량)으로 부품간 간섭으로 인해 간헐적으로 잠금장치 작동불량 발생,MPV/미니밴
기아,카니발(KA4),2021-07-28,2021-10-26,2021-12-02,182,우측 자동문(파워슬라이딩 도어) 잠금장치 내부 부품 제조불량(치수불량)으로 부품간 간섭으로 인해 간헐적으로 잠금장치 작동불량 발생,MPV/미니밴
포드,2021년식 Explorer,2021-08-12,2021-09-04,2021-12-17,7,"일부 2021년식 Explorer 차량은 후진 시 후방 카메라 작동 시작 시에 후방카메라 내부 출력 회로의 간헐적인 작동 이상으로 인하여 후방 카메라를 포함한 하나 이상의 360° 카메라*의 화면이 디스플레이에 표시되지 않고 블루 스크린이 발생할 수 있습니다. *해당 리콜은 리콜번호 2021RIV270(제작자 관리번호 21S44, 후방 카메라 블루 스크린, 이미지 처리 모듈 B (IPM-B) 소프트웨어 업데이트) 리콜의 1차 추가 리콜 보고입니다. 추가 리콜이 공지된 이유는 아래와 같습니다. - 일부 차량에서도 이미지 처리 모듈 B의 버젼이 최신 버전으로 업데이트 되지 않았을 가능성이 있기에 추가 리콜을 실시하게 되었습니다. 한국에서 추가로 7대의 미판매 차량에서 확인이 필요한 것으로 결정되었기에 추가 차량에 대하여 제작결함을 시정하고자 합니다.",SUV
기아,카렌스(RP),2013-03-08,2018-07-23,2021-12-30,18944,제조공정에서 연료공급 차단 밸브의 코일에 발생한 스크래치로 밸브의 작동이 불가능하여 연료공급이 차단 될 가능성,MPV/미니밴
메르세데스 벤츠,GLC 220 d 4MATIC,2020-08-06,2020-08-06,2022-01-07,1,크랭크샤프트의 내구성 부족으로 인해 엔진 부하가 높을 경우 크랭크샤프트가 파손될 수 있습니다.,SUV
메르세데스 벤츠,GLE 350 e 4MATIC,2020-03-27,2021-01-25,2022-01-07,8,"연료탱크 압력 센서의 고정 클립이 내식성 부족으로 장기간 운행 시 고정 클립이 부식될 수 있고, 고정력이 상실되어 연료 탱크 압력 센서가 헐거워질 수도 있습니다.",SUV
메르세데스 벤츠,GLE 350 e 4MATIC Coupe,2020-03-25,2021-01-26,2022-01-07,11,"연료탱크 압력 센서의 고정 클립이 내식성 부족으로 장기간 운행 시 고정 클립이 부식될 수 있고, 고정력이 상실되어 연료 탱크 압력 센서가 헐거워질 수도 있습니다.",SUV
현대자동차,싼타페 (TM PE),2021-10-21,2021-12-06,2022-01-20,753,계기판 내부 부품 (저항값) 오적용으로 인해 저온조건(약 -20℃ 이하)에서 시동 시 간헐적으로 계기판 화면이 반전될 수 있고 그 상태로 주행할 경우 안전에 지장을 줄 가능성이 있는 결함,SUV
현대자동차,싼타페 하이브리드 (TM PE HEV),2021-10-19,2021-12-06,2022-01-20,1172,계기판 내부 부품 (저항값) 오적용으로 인해 저온조건(약 -20℃ 이하)에서 시동 시 간헐적으로 계기판 화면이 반전될 수 있고 그 상태로 주행할 경우 안전에 지장을 줄 가능성이 있는 결함,SUV
메르세데스 벤츠,GLE 300 d 4MATIC,2021-01-27,2021-01-27,2022-02-04,1,엔진 컨트롤 유닛의 소프트웨어 오류로 인해 엔진 시동 후 차량 도난방지 장치(vehicle immobilizer)의 데이터를 엔진 컨트롤 유닛에 저장하지 못할 수 있습니다.,SUV
메르세데스 벤츠,GLE 300 d 4MATIC,2019-02-04,2021-10-13,2022-02-11,2036,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
메르세데스 벤츠,GLE 400 d 4MATIC Coupe,2020-02-13,2021-09-30,2022-02-11,2464,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
메르세데스 벤츠,GLS 400 d 4MATIC,2020-02-17,2021-10-11,2022-02-11,744,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
메르세데스 벤츠,GLC 220 d 4MATIC Coupe,2019-11-13,2021-10-18,2022-02-11,1170,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
메르세데스 벤츠,GLC 220 d 4MATIC,2019-11-06,2021-10-19,2022-02-11,784,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
기아,카니발(YP),2016-06-02,2019-03-11,2022-02-18,178343,"에어백 제어기(ACU) 제조 산포에 의해 커버와 내부 부품(EEPROM) 간 간섭 및 손상 발생으로 인해 지속 운행시 내부 부품이 손상되어 에어백 경고등이 점등되고, 충돌 사고시 에어백이 전개되지 않아 탑승자 상해 가능성이 있는 결함 ※ 에어백 제어기(ACU) : 충돌 센서에서 신호를 받아 에어백에 전개신호를 전달하는 장치 EEPROM (Eletrically Erasable Programmable Read-Only Memory, 메모리 영구 저장 소자) : 에어백 사양 정보, 전개 파라미터 등이 담긴 메모리",MPV/미니밴
기아,카니발(YP),2016-06-03,2019-02-01,2022-02-18,13015,"에어백 제어기(ACU) 제조 산포에 의해 커버와 내부 부품(EEPROM) 간 간섭 및 손상 발생으로 인해 지속 운행시 내부 부품이 손상되어 에어백 경고등이 점등되고, 충돌 사고시 에어백이 전개되지 않아 탑승자 상해 가능성이 있는 결함 ※ 에어백 제어기(ACU) : 충돌 센서에서 신호를 받아 에어백에 전개신호를 전달하는 장치 EEPROM (Eletrically Erasable Programmable Read-Only Memory, 메모리 영구 저장 소자) : 에어백 사양 정보, 전개 파라미터 등이 담긴 메모리",MPV/미니밴
메르세데스 벤츠,EQB 300 4MATIC,2021-10-02,2021-10-02,2022-02-25,1,공급업체의 생산 공정 오류로 인하여 뒤 중앙 시트 등받이의 접힘 기능을 위한 베어링 부싱(bushing) 부품이 내구성 부족으로 작동 시 파손될 수 있습니다. 베어링 부싱이 파손된 경우 장착된 스프링이 분리될 수 있습니다.,SUV
르노코리아,XM3,2019-12-03,2021-11-19,2022-02-28,29810,"XM3 차량의 전자식 조향 제어장치 소프트웨어 오류로 조향 제어장치 회로기판에 열적 손상이 발생 할 수 있고, 이로 인해 경고등 점등 및 스티어링 휠이 무거워져 안전에 지장을 줄 가능성이 있음.",SUV
르노코리아,XM3,2020-01-15,2021-11-18,2022-02-28,15666,"XM3 차량의 전자식 조향 제어장치 소프트웨어 오류로 조향 제어장치 회로기판에 열적 손상이 발생 할 수 있고, 이로 인해 경고등 점등 및 스티어링 휠이 무거워져 안전에 지장을 줄 가능성이 있음.",SUV
기아,쏘렌토 (UM/UM PE),2014-08-25,2020-02-28,2022-03-11,373721,디젤 엔진 장착 일부 전기식 보조 히터(PTC) 커넥터 내열성 부족으로 온도가 과도하게 증가하여 차량운행시 커넥터 단자가 손상되고 전기배선이 끊어져 차량 화재 발생 가능성,SUV
기아,스포티지 (QL/QL PE),2015-08-17,2021-07-09,2022-03-11,188075,디젤 엔진 장착 일부 전기식 보조 히터(PTC) 커넥터 내열성 부족으로 온도가 과도하게 증가하여 차량운행시 커넥터 단자가 손상되고 전기배선이 끊어져 차량 화재 발생 가능성,SUV
메르세데스 벤츠,GLE 400 d 4MATIC,2018-07-17,2018-07-17,2022-03-11,1,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
메르세데스 벤츠,GLE 400 d 4MATIC Coupe,2021-07-28,2021-11-19,2022-03-11,183,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
메르세데스 벤츠,GLS 400 d 4MATIC,2021-09-16,2021-11-15,2022-03-11,84,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
메르세데스 벤츠,GLC 220 d 4MATIC,2021-10-05,2021-11-25,2022-03-11,80,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,SUV
메르세데스 벤츠,EQB 300 4MATIC,2021-10-02,2021-10-28,2022-03-11,3,공급업체의 생산 공정 오류로 인하여 후방 도어 휠 아치 커버가 접착제를 제대로 도포하지 않은 상태로 부착되었을 수 있습니다.,SUV
현대자동차,투싼 (TL),2015-01-08,2018-07-18,2022-03-11,165430,디젤 엔진 장착 일부 전기식 보조 히터(PTC) 커넥터 내열성 부족으로 온도가 과도하게 증가하여 차량운행시 커넥터 단자가 손상되고 전기배선이 끊어져 차량 화재 발생 가능성,SUV
기아,카니발(KA4),2021-04-15,2021-04-27,2022-03-11,280,카니발(KA4) 11인승 일부 차량의 3열 좌측 좌석 하부 프레임 용접불량으로 인해 충돌 시 3열 좌측 및 중앙 좌석안전띠 부착강도가 안전기준을 만족하지 못하는 결함,MPV/미니밴
현대자동차,싼타페(TM PE),2020-06-03,2021-12-04,2022-03-18,23670,디젤 2.0/2.2 엔진 연료공급호스 클램프 사양 선정 및 체결 간극 설정 미흡으로 인해 체결력 부족으로 연료 누유,SUV
현대자동차,투싼(NX4),2020-05-28,2021-05-24,2022-03-18,107,디젤 2.0/2.2 엔진 연료공급호스 클램프 사양 선정 및 체결 간극 설정 미흡으로 인해 체결력 부족으로 연료 누유,SUV
현대자동차,GV70(JK1),2020-07-29,2021-02-16,2022-03-18,461,디젤 2.0/2.2 엔진 연료공급호스 클램프 사양 선정 및 체결 간극 설정 미흡으로 인해 체결력 부족으로 연료 누유,SUV
기아,카니발(KA4),2020-04-02,2021-12-21,2022-03-18,19009,디젤 2.2 엔진 연료공급호스 클램프 사양 선정 및 체결 간극 설정 미흡으로 인해 체결력 부족으로 연료 누유,MPV/미니밴
기아,카니발(KA4),2020-05-29,2020-11-05,2022-03-18,468,디젤 2.2 엔진 연료공급호스 클램프 사양 선정 및 체결 간극 설정 미흡으로 인해 체결력 부족으로 연료 누유,MPV/미니밴
기아,쏘렌토(MQ4),2020-03-03,2021-12-16,2022-03-18,45663,디젤 2.2 엔진 연료공급호스 클램프 사양 선정 및 체결 간극 설정 미흡으로 인해 체결력 부족으로 연료 누유,SUV
포드,2011-2013년식 Explorer,2010-10-13,2012-08-27,2022-03-22,1200,2011-2013년식 Explorer 차량 중 양쪽 후륜 바퀴 너클 중 하나 또는 둘 다 교체된 일부 차량 중 볼 조인트 타입의 토 링크 부싱이 적용된 경우 후륜 서스펜션 토 링크의 강성 부족으로 인하여 토 링크의 바깥쪽 부분에 손상이 발생될 가능성이 있는것으로 확인되었습니다.,SUV
메르세데스 벤츠,GLC 300 4MATIC,2021-02-23,2021-02-23,2022-03-25,1,공급 업체 생산 공정 상 오류로 인하여 어린이 보호 잠금장치가 없는 도어 록(door lock)이 우측 후방 도어에 설치되었을 수 있습니다. 이 경우 우측 후방 도어의 “어린이 보호용 잠금” 기능을 사용할 수 없습니다.,SUV
메르세데스 벤츠,GLC 300 e 4MATIC,2021-02-23,2021-02-23,2022-03-25,1,공급 업체 생산 공정 상 오류로 인하여 어린이 보호 잠금장치가 없는 도어 록(door lock)이 우측 후방 도어에 설치되었을 수 있습니다. 이 경우 우측 후방 도어의 “어린이 보호용 잠금” 기능을 사용할 수 없습니다.,SUV
메르세데스 벤츠,AMG GLC 43 4MATIC,2021-02-23,2021-02-23,2022-03-25,1,공급 업체 생산 공정 상 오류로 인하여 어린이 보호 잠금장치가 없는 도어 록(door lock)이 우측 후방 도어에 설치되었을 수 있습니다. 이 경우 우측 후방 도어의 “어린이 보호용 잠금” 기능을 사용할 수 없습니다.,SUV
메르세데스 벤츠,GLE 450 4MATIC,2019-06-04,2019-10-23,2022-03-25,15,"생산 공정 오류로 인하여 연료 레일의 가공 잔여물(금속 또는 플라스틱)이 연료 레일과 인젝터 사이에 포함되어 조립되었을 수 있습니다. 잔여물의 날카로운 모서리에 의해 연료 레일과 인젝터 사이의 실링이 손상될 수 있고, 이로 인해 연료가 누유될 수 있습니다.",SUV
메르세데스 벤츠,GLC 300 4MATIC Coupe,2019-04-25,2019-04-26,2022-03-25,3,"생산 공정 오류로 인하여 연료 레일의 가공 잔여물(금속 또는 플라스틱)이 연료 레일과 인젝터 사이에 포함되어 조립되었을 수 있습니다. 잔여물의 날카로운 모서리에 의해 연료 레일과 인젝터 사이의 실링이 손상될 수 있고, 이로 인해 연료가 누유될 수 있습니다.",SUV
메르세데스 벤츠,GLC 300 4MATIC,2019-04-26,2019-04-26,2022-03-25,1,"생산 공정 오류로 인하여 연료 레일의 가공 잔여물(금속 또는 플라스틱)이 연료 레일과 인젝터 사이에 포함되어 조립되었을 수 있습니다. 잔여물의 날카로운 모서리에 의해 연료 레일과 인젝터 사이의 실링이 손상될 수 있고, 이로 인해 연료가 누유될 수 있습니다.",SUV
메르세데스 벤츠,GLC 350 e 4MATIC,2018-11-02,2018-11-02,2022-03-25,1,"생산 공정 오류로 인하여 연료 레일의 가공 잔여물(금속 또는 플라스틱)이 연료 레일과 인젝터 사이에 포함되어 조립되었을 수 있습니다. 잔여물의 날카로운 모서리에 의해 연료 레일과 인젝터 사이의 실링이 손상될 수 있고, 이로 인해 연료가 누유될 수 있습니다.",SUV
르노코리아,QM6,2020-03-03,2020-07-31,2022-03-31,9189,QM6 가솔린 (GDe) 차량의 연료공급호스와 연결되는 파이프(연료라인)가 완전하게 삽입되지 않은 상태로 부품업체에서 일부 공급되어 차량에 장착된 것이 확인 됨,SUV
BMW,BMW X5 xDrive30d xLine,2018-08-20,2020-07-29,2022-03-31,336,엔진 컨트롤 유닛 (DDE)의 진단 관련 소프트웨어의 오류가 있는 것을 확인하였습니다.,SUV
BMW,BMW X7 xDrive30d Design Pure Excellence,2018-12-21,2020-07-28,2022-03-31,136,엔진 컨트롤 유닛 (DDE)의 진단 관련 소프트웨어의 오류가 있는 것을 확인하였습니다.,SUV
기아,쏘렌토(MQ4),2021-07-05,2021-08-17,2022-04-01,560,일부 차량에서 앞좌석 안전띠 조절장치의 일부부품 문제로 충돌시 문제 부품이 이탈되어 탑승자에게 상해를 줄 수 있는 가능성,SUV
기아,쏘렌토 하이브리드(MQ4 HEV),2021-07-05,2021-07-13,2022-04-01,385,일부 차량에서 앞좌석 안전띠 조절장치의 일부부품 문제로 충돌시 문제 부품이 이탈되어 탑승자에게 상해를 줄 수 있는 가능성,SUV
현대자동차,싼타페(TM),2021-07-03,2021-10-27,2022-04-01,271,앞좌석 안전띠 조절장치의 일부부품 문제로 충돌시 문제 부품이 이탈되어 탑승자에게 상해를 줄 가능성,SUV
현대자동차,싼타페 하이브리드(TM HEV),2021-07-03,2021-10-27,2022-04-01,117,앞좌석 안전띠 조절장치의 일부부품 문제로 충돌시 문제 부품이 이탈되어 탑승자에게 상해를 줄 가능성,SUV
메르세데스 벤츠,GLA 250,2016-07-12,2017-09-21,2022-04-08,2,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLE 350 4MATIC,2016-09-06,2018-06-20,2022-04-08,10,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLE 350,2016-10-19,2017-08-27,2022-04-08,3,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,AMG GLE 43 4MATIC,2017-11-30,2017-11-30,2022-04-08,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,AMG GLE 63 S 4MATIC,2017-07-12,2017-07-12,2022-04-08,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLS 450 4MATIC,2016-08-02,2017-08-09,2022-04-08,4,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLS 550 4MATIC,2017-07-25,2017-12-06,2022-04-08,2,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLE 350 4MATIC,2019-04-11,2019-06-06,2022-04-08,2,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLA 250 4MATIC,2021-08-20,2021-08-20,2022-04-08,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLC 300 4MATIC,2016-11-15,2017-10-21,2022-04-08,2,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLC 250 d 4MATIC,2018-10-02,2018-10-02,2022-04-08,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLC 250 4MATIC,2019-03-28,2019-03-28,2022-04-08,1,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
메르세데스 벤츠,GLC 300,2016-07-02,2017-11-18,2022-04-08,5,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
